,Years up,Div yield,Sector,avg daily vol,Total Revenue Incr,Gross Margin,Gross Profit Incr,Trading years,Market cap,EPS,P/E,Mean change
SHPH,0,,Healthcare,172913.21822047234,,,,2.0,6719622.0,-0.4,-1.0499999999999998,-76.78571406849619
SHW,0,0.8,Basic Materials,471011161.2239583,9.836387921180268,44.07349381396892,3.7737141925336335,44.0,77061120000.0,9.33,32.267952840300104,23.363848065828407
SIBN,0,,Healthcare,9129680.438995361,20.438761657897054,87.18118840259383,18.702183773064906,6.0,780049280.0,-1.18,-16.322033898305087,6.368534501188862
SID,0,7.539999999999999,Basic Materials,7976345.643717447,25.97873296879012,37.48599593470333,31.040883733874225,28.0,4747402240.0,-0.13,-27.538461538461537,21.834665067688427
SIDU,0,,Industrials,16257028.314749401,197.84146283189682,-1.7180346613503978,-1178.535804983492,3.0,9336925.0,-44.0,-0.1959090909090909,-90.77810703882653
SIG,0,0.9400000000000001,Consumer Cyclical,67384680.0,11.700024679046683,37.054302784397066,18.642204405779204,36.0,4343095296.0,8.54,11.475409836065575,49.77549991890053
SILK,1,,Healthcare,14737010.55152893,35.75727060250552,73.10048788088993,36.74625892129117,5.0,582235200.0,-1.43,-10.454545454545455,-7.28168483364608
SILV,0,,Basic Materials,5778251.884307861,,,-20607.51950947603,6.0,806091008.0,0.58,9.482758620689657,30.336171520926133
SIMO,1,3.11,Technology,34671757.53840129,36.747102947956876,49.14614855013474,39.107733206690575,19.0,2148423424.0,1.66,38.74096385542169,20.39291408717804
SINT,0,,Healthcare,169095.11652231214,0.5975597559755907,87.19395326480327,378.7052400578065,10.0,1332878.0,-30.81,-0.010155793573515093,-61.426545772486385
SIRI,0,1.96,Communication Services,67692132.9786841,5.844781382874043,50.610552078066355,5.048216975085795,30.0,20820281344.0,0.32,16.9375,-0.07425297689886001
SISI,1,,Consumer Defensive,150897.60044415787,,,,8.0,9837389.0,-0.51,-0.3007843137254902,-15.963760111961198
SITC,1,3.83,Real Estate,27222425.23097,9.706804296193805,70.1623520737801,9.332335013014248,31.0,2840264192.0,0.4,33.9,8.265271894773708
SIX,0,,Consumer Cyclical,26295998.121897377,155.26858463722905,91.35667658792308,158.19914911165802,14.0,2065869952.0,0.95,26.031578947368423,-11.195111683865495
SJM,1,3.27,Consumer Defensive,155609524.64650473,3.0559145191304244,36.078914159577664,-1.8859057443977718,30.0,13771122688.0,0.01,12974.0,7.262317957158312
SJT,0,20.120001000000002,Energy,2369719.4508202868,217.69964848185245,,,44.0,234442272.0,1.65,3.048484848484849,23.625709797640415
SKIN,0,,Consumer Defensive,7986926.248641013,79.5329156991849,64.91951668286784,104.1301209241982,4.0,368860256.0,-0.69,-4.072463768115942,-4.847451388268614
SKM,0,6.760000400000001,Communication Services,9692673.144785563,3.7148550427583915,86.73235351296195,4.002045433306034,28.0,7969705472.0,2.11,9.729857819905215,-12.114684117844005
SKT,2,3.7600000000000002,Real Estate,19905869.399414062,6.569892935678823,66.44026905578721,8.767014942024943,31.0,2981742336.0,0.87,31.82758620689655,16.32098245404962
SKX,0,,Consumer Cyclical,75634246.20992026,27.377668982606828,48.182070343728924,27.078819641117313,25.0,9439034368.0,3.41,17.976539589442815,27.584002271039584
SLB,0,2.1300000999999997,Energy,682368120.8190918,9.832818929057307,15.115582598552566,40.863121157295566,43.0,73733087232.0,2.91,17.756013745704468,15.75207382935819
SLCA,0,,Energy,8975435.169512432,34.33120332373437,29.942931476361426,30.67339960026122,12.0,822465920.0,1.91,5.581151832460733,6.384154634696517
SLDB,2,,Healthcare,4669236.114177704,,,,6.0,288659392.0,73.71,0.10541310541310542,-31.069949754920096
SLDP,1,,Industrials,7596983.581957817,181.82813532290578,8.638147014178532,-445.97954104904903,3.0,239105568.0,-0.26,-5.153846153846154,-56.92579893523917
SLF,0,4.61,Financial Services,23861531.283976234,-26.310806903532068,,,24.0,30048182272.0,4.66,10.969957081545063,11.03932294814713
SLG,2,6.5799996,Real Estate,63380417.05810547,-10.936757422437276,60.33274492444579,-13.551480367181451,27.0,2952038912.0,-7.65,-5.962091503267973,-4.508286733131203
SLI,0,,Basic Materials,2006785.140318076,,,43.509881868316484,6.0,219108000.0,-0.22,-5.636363636363637,95.4379498811434
SLM,2,2.29,Financial Services,34530870.76099396,1.2815535719657822,,,41.0,4344403456.0,1.42,13.52112676056338,20.921543155102437
SLQT,0,,Financial Services,689836.791343689,29.699902654500125,56.75601647350045,27.69487642874419,4.0,184506288.0,-0.28,-3.9285714285714284,-15.017026066211557
SLRN,0,,Healthcare,7775007.8704833975,,,,1.0,674562752.0,-5.06,-1.3695652173913044,
SLS,0,,Healthcare,816711.9700431824,106.57894736842107,95.78947368421052,100.81792318634425,16.0,22526318.0,-1.52,-0.34078947368421053,-35.023913852301646
SM,0,1.97,Energy,47964937.38975525,79.73707548093014,36.564487526049774,-1337.2272966143578,32.0,4258255616.0,6.84,5.35233918128655,67.6148003699126
SMAR,0,,Technology,55914377.54653929,41.47634144067927,78.89649749707621,40.307615881247166,6.0,6323686912.0,-1.04,-44.62499999999999,23.806849241367505
SMCI,6,,Technology,2916367731.534017,29.89635617530988,16.047846048177306,37.20702526178323,17.0,26261616640.0,10.81,43.495837187789085,95.54459848526508
SMFG,4,3.4099999999999997,Financial Services,14283503.254706066,6.491276100760763,,,18.0,68838219776.0,0.81,12.839506172839506,9.190498405932184
SMFL,1,,Consumer Defensive,761367.6259732245,228.67060992965017,22.033544349002185,1116.464021078712,2.0,1083465.0,-126.01,-0.01079279422268074,-99.645390070922
SMG,0,4.58,Basic Materials,33984333.06137085,-3.539965321911731,25.795774761567387,-18.740246371483668,32.0,3267550208.0,-6.79,-8.490427098674521,20.50796464303387
SMMT,1,,Healthcare,8048765.833613077,24.66032241891318,,,9.0,3104734464.0,-1.02,-4.3431372549019605,41.90375869360134
SMPL,2,,Consumer Defensive,31751169.19921875,15.229021935462908,38.76887057614331,12.280800659454272,7.0,3935606784.0,1.31,30.099236641221374,17.81122422608193
SMR,0,,Industrials,4906652.220025063,344.71942697414397,39.00033590811581,328.3058608058608,2.0,174280400.0,-0.76,-2.986842105263158,-67.93372428402391
SMRT,2,,Technology,3860886.27945741,81.14344928865798,-5.493592352204774,10.518526601284206,3.0,621654336.0,-0.27,-11.333333333333332,-21.81048770185607
SMTC,1,,Technology,29101637.496706646,11.766682268840427,61.69822826707158,13.018816315093385,44.0,1409122816.0,-7.82,-2.80306905370844,-3.281799036736305
SMX,0,,Industrials,122383.99726450439,-100.0,,-100.0,3.0,1307043.0,-21.07,-0.010299003322259135,-48.11575774284527
SN,0,,Consumer Cyclical,38994463.84348551,16.28852503944829,40.68842588526214,5.167930816921889,1.0,6905371648.0,0.79,62.86075949367088,
SNAP,0,,Communication Services,373046001.9904581,38.01100198107697,56.95485220659762,48.239030223376886,7.0,26869248000.0,-0.86,-18.976744186046513,81.0209478949133
SNBR,0,,Consumer Cyclical,7416863.8790893555,7.227388135607004,59.830483503162206,2.624885115749487,26.0,236505920.0,0.2,53.2,1.2009077163315751
SNCY,0,,Industrials,6273195.765393576,49.37213763756579,15.25231990556978,334.39915012837895,3.0,746502784.0,1.24,11.185483870967742,-21.308919633987617
SNDL,0,,Consumer Defensive,4704148.154697418,580.5085154366901,-26.062975535243112,-870.7498249346182,5.0,368432992.0,-0.64,-2.203125,-36.92087131437495
SNDR,0,1.45000005,Industrials,17991067.447662354,20.47254907237911,12.69031348181308,39.6638080162983,7.0,4379414528.0,1.79,13.865921787709498,7.491257669066107
SNDX,0,,Healthcare,22714825.710220337,4504.779169413316,,,8.0,1671598976.0,-2.59,-7.610038610038611,50.041465732610696
SNES,0,,Basic Materials,1313986.9571697712,100.0827680878553,24.938184612939846,-472.80632411067194,8.0,647567.0,-61.32,-0.01401337247227658,-62.868205262567244
SNGX,0,,Healthcare,2917600.1557723684,-24.971772188872666,25.45894067284317,117.02372269744865,30.0,6209395.0,-1.46,-0.4041095890410959,-22.423180476670897
SNN,2,2.74,Healthcare,30244111.90630595,7.1779025460812385,70.08366843993565,8.062170700015404,25.0,12307336192.0,0.5,54.82,-4.491418312036299
SNOA,0,,Healthcare,425710.60447782266,-7.734450966510657,36.46621528107174,-15.41487793112891,17.0,2276235.0,-1.48,-0.11243243243243242,-32.36237506454662
SNOW,2,,Technology,1017052237.7253214,99.66249686826744,60.66655486068994,110.2424081736034,4.0,67012726784.0,-2.67,-76.33333333333334,0.46366471254565056
SNPS,2,,Technology,1065147816.0424805,16.642125253304943,79.0217319211312,16.94543706760417,32.0,82428796928.0,7.94,68.06801007556675,48.307422380454135
SNPX,0,,Healthcare,102655.79623460768,,,,4.0,3976205.0,-0.85,-0.22941176470588237,-40.36245449101552
SNTG,0,,Financial Services,6371563.964614867,-64.97066068922062,,,3.0,7826842.0,-1.13,-2.4690265486725664,45.81809175031327
SNV,2,3.9300002000000003,Financial Services,57576143.07861328,4.730823556380825,,,35.0,5670148096.0,3.46,11.170520231213873,6.341319589217056
SNX,0,1.50999995,Technology,65354990.969238274,77.72688139965796,6.069642674741627,82.3409399594351,21.0,9390047232.0,6.7,15.805970149253731,24.529408663148697
SNY,2,3.81,Healthcare,87739213.72660318,10.347519929351845,68.66904017522653,12.258524677994597,22.0,125982728192.0,3.92,12.72704081632653,2.978594801148962
SO,0,4.1100003,Utilities,276721845.02817786,20.0578320595612,43.02069264817871,4.605494439863089,43.0,74380279808.0,2.74,24.89051094890511,11.086444706471395
SOFI,0,,Financial Services,347043863.3333334,66.96007924481142,,,3.0,7248096768.0,-0.45,-16.799999999999997,22.496945479153332
SOI,0,6.3200004000000005,Energy,3533552.4363327026,77.80525166884976,14.028434633491264,192.30190854675692,7.0,335881792.0,0.79,9.60759493670886,-2.765590528077176
SOL,0,,Technology,854782.9019800822,-7.341037113406984,29.056715894464446,18.56738485014049,16.0,111698928.0,0.1,19.5,122.5275964343344
SOLO,0,,Consumer Cyclical,194518.80772948262,246.89911048460854,-171.59028062504012,1340.7216052198382,6.0,29703708.0,-0.92,-0.27065217391304347,21.731520555957626
SON,1,3.55,Consumer Cyclical,24216388.309936523,18.217716388694704,19.60962629909138,18.52989982391161,44.0,5635431424.0,4.96,11.598790322580646,1.3539127093530023
SONO,0,,Technology,29531663.376350403,8.656330831640176,44.759265042805424,9.968567898941078,6.0,2034939008.0,-0.08,-203.25000000000003,18.868691201321685
SONY,2,0.5499999999999999,Technology,75920316.66666667,11.836947663781922,27.43297202696713,10.503463991488397,51.0,120625422336.0,4.43,22.11060948081264,19.80582902482461
SOPA,0,,Technology,90236.20407015085,937.5721880946878,-29.52557843238864,-89.94919496858209,3.0,6670498.0,-0.82,-0.24756097560975612,-80.09344104920345
SOUN,0,,Technology,15676364.449605944,54.848293743301454,64.35232843189637,75.79700960779859,2.0,486196672.0,-0.46,-4.130434782608695,19.774006124528864
SOVO,2,,Consumer Defensive,21219699.634552006,25.272379778652855,30.709040625044636,14.972508739004509,3.0,2243170048.0,-0.14,-157.92857142857142,24.393614583934806
SPB,0,2.16,Consumer Defensive,33762471.19547526,4.000154473668141,32.820247560197416,2.292105964244447,45.0,2742725376.0,-5.92,-13.121621621621623,18.927895658286793
SPCE,0,,Industrials,16823955.909085274,626.7120700041863,45.53634118932399,2229.798777381559,7.0,803427136.0,-1.81,-1.1104972375690607,-5.249973283695381
SPEC,1,,Industrials,8711541.877222061,,,,3.0,31610494.0,,,-38.60625092243596
SPG,0,5.37,Real Estate,197795715.13264975,7.233417753189064,80.95033405214626,7.462874365394989,31.0,53084221440.0,6.73,21.023774145616642,5.643377496647648
SPGI,2,0.8200000000000001,Financial Services,459908502.74088544,23.124199364645058,70.5749726436301,17.808131865491816,51.0,141261111296.0,7.67,58.13559322033898,25.42445093326887
SPHR,0,,Communication Services,19122912.900594078,-22.210543834578615,48.05514986428599,-28.38222008551188,4.0,1146354560.0,8.18,3.991442542787286,-1.8694603540296317
SPLK,2,,Technology,237231156.6329956,17.03075418783399,76.8609549281497,16.268715665402304,12.0,25828603904.0,0.69,222.10144927536234,15.15036430190643
SPNT,0,,Financial Services,7202934.37945048,74.5668972255912,,,11.0,2062909824.0,1.2,10.258333333333335,10.84059679129603
SPOT,2,,Communication Services,364238190.56365967,21.993708902045363,25.77392853339714,20.757489419856668,6.0,41201651712.0,-4.1,-51.49756097560976,37.657716220726925
SPR,0,0.21,Industrials,152229164.34987387,21.66790512796981,-4.985742365025569,-107.26308238590944,18.0,3314862848.0,-8.9,-3.210112359550562,-11.795387002237588
SPT,2,,Technology,35922171.39414469,38.20889125647747,75.08284046478799,40.70057524824111,5.0,3572417280.0,-1.05,-60.76190476190476,63.42963110557364
SPWR,0,,Technology,29737000.600571632,42.52642549517469,20.88909524507238,64.82716086340417,19.0,562908800.0,-0.56,-5.732142857142857,70.69416447621117
SQ,0,,Technology,644565096.9528198,42.610453123853496,29.327787458431903,48.63248076687968,9.0,38423797760.0,-0.46,-136.02173913043478,39.12658968358089
SQM,0,10.319999600000001,Basic Materials,78576941.42852783,165.85300459775968,39.405833551999855,276.00000310443045,31.0,13927708672.0,10.37,4.702025072324012,18.017447638102567
SQSP,0,,Technology,19478529.53572591,18.40081216022531,83.46985577206718,17.200586808750806,3.0,4504686080.0,-1.78,-18.6123595505618,12.023718785160243
SR,0,5.08,Utilities,32312002.329711914,13.36972733837717,36.35619479704111,8.443206347380679,51.0,3167137280.0,3.85,15.454545454545455,-2.5431511016377044
SRCL,1,,Industrials,20968519.644419353,0.5573637518398566,38.56996873417845,-1.291593349492709,28.0,4505889792.0,-0.04,-1217.5,10.316222889409053
SRE,0,3.39,Utilities,194829295.8494059,12.69142866368016,40.54428442924658,1.7280328486478813,26.0,44122185728.0,4.32,16.229166666666664,8.297224772726578
SRPT,1,,Healthcare,200153592.3949178,31.442240571723058,86.47796782769858,28.994574359383662,27.0,11246184448.0,-7.8,-15.412820512820513,4.299930575640763
SRRK,0,,Healthcare,10698987.867507935,49.28319850752415,,,6.0,1063392192.0,-1.95,-7.55897435897436,44.188277218412836
SSL,0,10.5399996,Basic Materials,5883614.407196045,15.787027316664851,45.257680477260585,17.61922697794028,42.0,5559624192.0,0.68,12.676470588235292,-8.210990368334105
SSNC,2,1.5800001000000001,Technology,55766099.03335571,6.40013328095076,46.721986483980466,9.733957511421032,14.0,15083624448.0,2.42,25.18181818181818,9.634287183488103
SSRM,0,2.94,Basic Materials,21721529.7820282,25.341105366900692,35.10615160046584,27.231032241533715,28.0,1951391360.0,1.0,9.53,1.786346108417721
SSTK,1,2.26,Communication Services,21914000.0,11.522023988668028,62.399049579154706,12.678387981654716,12.0,1709205120.0,3.26,14.680981595092025,16.01165006503745
SSYS,0,,Technology,6281347.476030985,11.939665612306715,42.464179320076624,12.42268904961945,30.0,902603264.0,-1.62,-8.055555555555555,0.355252176361477
ST,0,1.3599999999999999,Technology,81348742.41607666,15.455014059320128,32.19054829564731,20.50598085463986,14.0,5345859072.0,2.03,17.399014778325125,-1.298382431524432
STAA,0,,Healthcare,27916853.60942841,32.19549755859437,76.15580616082782,37.986422649691164,32.0,1464525056.0,0.38,78.94736842105263,13.635316588735588
STAG,0,3.95,Real Estate,44511561.66473389,16.6111461264287,81.06107149448371,16.157360210156202,13.0,6967032320.0,1.01,37.13861386138613,13.621034358775347
STEM,0,,Technology,14084777.956514359,217.89758711093592,-0.22633207165592437,1210.9263356800698,4.0,487954496.0,-0.89,-3.5168539325842696,-38.918336237893215
STGW,2,,Communication Services,3201100.0,74.19255159552097,37.216947571041494,79.03080243139267,29.0,1818719360.0,-0.12,-55.5,44.1218196321806
STKL,1,,Consumer Defensive,4795853.097362518,8.99207121271014,12.9968140716301,7.654257427066047,38.0,685784384.0,-0.33,-17.818181818181817,55.44063453197473
STLA,0,7.0300005,Consumer Cyclical,98561647.92251587,116.8650726421248,19.70017846899422,116.50707436290206,14.0,63665016832.0,6.83,3.0878477306002927,13.671522160591541
STLD,0,1.46,Basic Materials,145776604.43389893,56.326780695979785,23.851645487188893,143.92298599651423,28.0,18858037248.0,14.64,7.9603825136612025,33.65215037123068
STM,0,0.52,Technology,176675189.60164386,25.630155974718672,42.05152092035567,41.95907684626139,30.0,41562087424.0,4.64,9.905172413793105,35.440364727775275
STNE,0,,Technology,98794135.55870056,70.48427003871934,69.57414579091183,70.26291992467236,6.0,5457584640.0,0.63,27.571428571428573,38.75571762049318
STNG,4,2.02,Energy,102315183.90034993,74.02250225471116,29.66345389199564,-1349.8776632926329,14.0,3672404480.0,11.95,5.786610878661088,79.85373219509475
STR,0,9.0100005,Energy,10008533.333333332,185.1912966449953,55.89045997716469,358.22482159624803,7.0,3418643456.0,0.17,127.94117647058823,2.374128741176432
STRO,1,,Healthcare,4887216.475194296,27.18253051167351,,,6.0,279775200.0,-2.91,-1.577319587628866,-0.9500356109751535
STT,0,3.74,Financial Services,173099194.85656738,1.827727963920689,,,44.0,22295543808.0,5.58,13.232974910394265,5.695093997161708
STTK,2,,Healthcare,5021419.441452026,52.16819337574354,,,4.0,419331872.0,-2.24,-4.406249999999999,17.75479896966263
STWD,0,9.36,Real Estate,37754961.46411896,35.69590234486771,,,15.0,6628493312.0,1.29,15.906976744186046,3.9555726594321383
STX,2,3.1400003,Technology,214561276.3387044,-8.62198390520092,25.599678736169196,-13.164173623867356,22.0,18725699584.0,-3.58,-24.907821229050278,29.84953377065127
STZ,2,1.4400001,Consumer Defensive,354304069.6929932,4.2685154850840314,51.35518667552652,4.759662160447786,32.0,45231497216.0,8.61,28.735191637630663,8.93182906702537
SU,0,5.1599998000000005,Energy,124102503.10264587,59.06418511915066,39.106736471894074,135.59400870684826,44.0,41426427904.0,4.6,6.9195652173913045,9.067516871650302
SUI,0,2.98,Real Estate,103360300.54199219,46.32421731372619,51.6455753714768,35.80813782420365,31.0,16175183872.0,1.81,68.87845303867404,9.711814689838528
SUM,0,,Basic Materials,27533355.12255351,1.7144963694679771,27.17134284702496,2.3621791384097754,9.0,6111672832.0,2.63,13.338403041825094,36.81182441161593
SUN,0,6.140000000000001,Energy,28183637.3387146,55.25789166920841,6.457036801148493,18.201193520886616,12.0,4610970624.0,5.55,9.882882882882884,18.61427572515504
SUNW,0,,Technology,626716.5582541623,113.44658520972884,32.75012410482487,374.50607424397447,14.0,12208582.0,-1.63,-0.13190184049079756,20.811436069679587
SUPV,3,,Financial Services,3913230.8246358237,-5.957709229436464,,,8.0,605410304.0,0.29,14.413793103448276,-1.8563342526211641
